name,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,hp,defense + hit,height_m,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,attack&defense,Total
Pheromosa,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,137,30720,0,570,255,Lissome Pokémon,37,1250000,71,108,1.8,Pheromosa,,795,137,37,151,bug,fighting,25,7,1,174,433
Gastrodon,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,5120,70,475,75,Sea Slug Pokémon,68,1000000,111,179,0.9,Gastrodon,50,423,92,82,39,water,ground,29.9,4,0,174,392
Luxray,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,5120,70,523,45,Gleam Eyes Pokémon,79,1059860,80,159,1.4,Luxray,50,405,95,79,70,electric,,42,4,0,174,403
Absol,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,150,6400,35,565,30,Disaster Pokémon,60,1059860,65,125,1.2,Absol,50,359,115,60,115,dark,,47,3,0,175,415
Infernape,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,104,5120,70,534,45,Flame Pokémon,71,1059860,76,147,1.2,Infernape,88.1,392,104,71,108,fire,fighting,55,4,0,175,430
Golduck,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,82,5120,70,500,75,Duck Pokémon,78,1000000,80,158,1.7,Golduck,50,55,95,80,85,water,,76.6,1,0,175,418
Cacturne,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,115,5120,35,475,60,Scarecrow Pokémon,60,1059860,70,130,1.3,Cacturne,50,332,115,60,55,grass,dark,77.4,3,0,175,360
Pyroar,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,68,5120,70,507,65,Royal Pokémon,72,1059860,86,158,1.5,Pyroar,11.2,668,109,66,106,fire,normal,81.5,6,0,175,439
Sharpedo,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,140,5120,35,560,60,Brutal Pokémon,70,1250000,70,140,1.8,Sharpedo,50,319,110,65,105,water,dark,88.8,3,0,175,420
Lickilicky,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,515,30,Licking Pokémon,95,1000000,110,205,1.7,Lickilicky,50,463,80,95,50,normal,,140,4,0,175,430
Palossand,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,75,3840,70,480,60,Sand Castle Pokémon,110,1000000,85,195,1.3,Palossand,50,770,100,75,35,ghost,ground,250,7,0,175,405
Snorlax,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,10240,70,540,25,Sleeping Pokémon,65,1250000,160,225,2.1,Snorlax,88.1,143,65,110,30,normal,,460,1,0,175,430
Banette,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,165,6400,35,555,45,Marionette Pokémon,75,800000,64,139,1.1,Banette,50,354,93,83,75,ghost,,12.5,3,0,176,390
Dhelmise,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,131,6400,70,517,25,Sea Creeper Pokémon,100,1000000,70,170,3.9,Dhelmise,,781,86,90,40,ghost,grass,210,7,0,176,386
Turtonator,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,78,5120,70,485,70,Blast Turtle Pokémon,135,1000000,60,195,2,Turtonator,50,776,91,85,36,fire,dragon,212,7,0,176,407
Archeops,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,140,7680,70,567,45,First Bird Pokémon,65,1000000,75,140,1.4,Archeops,88.1,567,112,65,110,rock,flying,32,5,0,177,427
Noivern,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,70,5120,70,535,45,Sound Wave Pokémon,80,1000000,85,165,1.5,Noivern,50,715,97,80,123,flying,dragon,85,6,0,177,465
Gogoat,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,531,45,Mount Pokémon,62,1000000,123,185,1.7,Gogoat,50,673,97,81,68,grass,,91,6,0,178,431
Samurott,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,5120,70,528,45,Formidable Pokémon,85,1059860,95,180,1.5,Samurott,88.1,503,108,70,70,water,,94.6,5,0,178,428
Roselia,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,60,5120,70,400,150,Thorn Pokémon,45,1059860,50,95,0.3,Roselia,50,315,100,80,65,grass,poison,2,3,0,180,340
Stunfisk,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,66,5120,70,471,75,Trap Pokémon,84,1000000,109,193,0.7,Stunfisk,50,618,81,99,32,ground,electric,11,5,0,180,405
Kecleon,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,5120,70,440,200,Color Swap Pokémon,70,1059860,60,130,1,Kecleon,50,352,60,120,40,normal,,22,3,0,180,350
Octillery,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,480,75,Jet Pokémon,75,1000000,75,150,0.9,Octillery,50,224,105,75,45,water,,28.5,2,0,180,375
Electabuzz,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,83,6400,70,490,45,Electric Pokémon,57,1000000,65,122,1.1,Electabuzz,75.4,125,95,85,105,electric,,30,1,0,180,407
Tapu Bulu,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,130,3840,70,570,3,Land Spirit Pokémon,115,1250000,70,185,1.9,Tapu Bulu,,787,85,95,75,grass,fairy,45.5,7,1,180,440
Gallade,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,165,5120,35,618,45,Blade Pokémon,95,1250000,68,163,1.6,Gallade,100,475,65,115,110,psychic,fighting,52,4,0,180,453
Mantyke,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,20,6400,70,345,25,Kite Pokémon,50,1250000,45,95,1,Mantyke,50,458,60,120,50,water,flying,65,4,0,180,325
Zoroark,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,105,5120,70,510,45,Illusion Fox Pokémon,60,1059860,60,120,1.6,Zoroark,88.1,571,120,60,105,dark,,81.1,5,0,180,405
Electivire,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,6400,70,540,30,Thunderbolt Pokémon,67,1000000,75,142,1.8,Electivire,75.4,466,95,85,95,electric,,138.6,4,0,180,417
Arcanine,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,110,5120,70,555,75,Legendary Pokémon,80,1250000,90,170,1.9,Arcanine,75.4,59,100,80,95,fire,,155,1,0,180,445
Lunatone,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,55,6400,70,460,45,Meteorite Pokémon,65,800000,90,155,1,Lunatone,,337,95,85,70,rock,psychic,168,3,0,180,405
Lapras,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,85,10240,70,535,45,Transport Pokémon,80,1250000,130,210,2.5,Lapras,50,131,85,95,60,water,ice,220,1,0,180,450
Raichu,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,2560,70,485,75,Mouse Pokémon,50,1000000,60,110,,Raichu,50,26,95,85,110,electric,electric,,1,0,180,400
Ninetales,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,67,5120,70,505,75,Fox Pokémon,75,1000000,73,148,,Ninetales,24.6,38,81,100,109,fire,ice,,1,0,181,438
Masquerain,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,60,3840,70,454,75,Eyeball Pokémon,62,1000000,70,132,0.8,Masquerain,50,284,100,82,80,bug,flying,3.6,3,0,182,394
Vespiquen,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,3840,70,474,45,Beehive Pokémon,102,1059860,70,172,1.2,Vespiquen,0,416,80,102,40,bug,flying,38.5,4,0,182,394
Noctowl,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,452,90,Owl Pokémon,50,1000000,100,150,1.6,Noctowl,50,164,86,96,70,normal,flying,40.8,2,0,182,402
Araquanid,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,70,3840,70,454,100,Water Bubble Pokémon,92,1000000,68,160,1.8,Araquanid,50,752,50,132,42,water,bug,82,7,0,182,384
Sigilyph,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,58,5120,70,490,45,Avianoid Pokémon,80,1000000,72,152,1.4,Sigilyph,50,561,103,80,97,psychic,flying,14,5,0,183,432
Meganium,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,82,5120,70,525,45,Herb Pokémon,100,1059860,80,180,1.8,Meganium,88.1,154,83,100,80,grass,,100.5,2,0,183,443
Chimecho,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,6400,70,455,45,Wind Chime Pokémon,80,800000,75,155,0.6,Chimecho,50,358,95,90,65,psychic,,1,3,0,185,405
Togetic,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,40,2560,70,405,75,Happiness Pokémon,85,800000,55,140,0.6,Togetic,88.1,176,80,105,40,fairy,flying,3.2,2,0,185,365
Duosion,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,40,5120,70,370,100,Mitosis Pokémon,50,1059860,65,115,0.6,Duosion,50,578,125,60,30,psychic,,8,5,0,185,330
Lilligant,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,480,75,Flowering Pokémon,75,1000000,70,145,1.1,Lilligant,0,549,110,75,90,grass,,16.3,5,0,185,420
Omastar,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,60,7680,70,495,45,Spiral Pokémon,125,1000000,70,195,1,Omastar,88.1,139,115,70,55,rock,water,35,1,0,185,435
Clefable,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,70,2560,140,483,25,Fairy Pokémon,73,800000,95,168,1.3,Clefable,24.6,36,95,90,60,fairy,,40,1,0,185,413
Magmar,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,495,45,Spitfire Pokémon,57,1000000,65,122,1.3,Magmar,75.4,126,100,85,93,fire,,44.5,1,0,185,400
Deoxys,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,95,30720,0,600,3,DNA Pokémon,90,1250000,50,140,1.7,Deoxys,,386,95,90,180,psychic,,60.8,3,1,185,505
Landorus,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,145,30720,90,600,3,Abundance Pokémon,90,1250000,89,179,1.5,Landorus,100,645,105,80,91,ground,flying,68,5,1,185,455
Starmie,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,5120,70,520,60,Mysterious Pokémon,85,1250000,60,145,1.1,Starmie,,121,100,85,115,water,psychic,80,1,0,185,445
Eelektross,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,115,5120,70,515,30,EleFish Pokémon,80,1250000,85,165,2.1,Eelektross,50,604,105,80,50,electric,,80.5,5,0,185,400
Bastiodon,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,52,7680,70,495,45,Shield Pokémon,168,600000,60,228,1.3,Bastiodon,88.1,411,47,138,30,rock,steel,149.5,4,0,185,443
Walrein,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,80,5120,70,530,45,Ice Break Pokémon,90,1059860,110,200,1.4,Walrein,50,365,95,90,65,ice,water,150.6,3,0,185,450
Zygarde,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,30720,0,708,3,Order Pokémon,121,1250000,216,337,5,Zygarde,,718,91,95,85,dragon,ground,284.6,6,1,186,608
Aromatisse,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,72,5120,70,462,140,Fragrance Pokémon,72,1000000,101,173,0.8,Aromatisse,50,683,99,89,29,fairy,,15.5,6,0,188,390
Cradily,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,81,7680,70,495,45,Barnacle Pokémon,97,600000,86,183,1.5,Cradily,88.1,346,81,107,43,rock,grass,60.4,3,0,188,414
Hypno,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,73,5120,70,483,75,Hypnosis Pokémon,70,1000000,85,155,1.6,Hypno,50,97,73,115,67,psychic,,75.6,1,0,188,410
Gorebyss,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,84,5120,70,485,60,South Sea Pokémon,105,600000,55,160,1.8,Gorebyss,50,368,114,75,52,water,,22.6,3,0,189,401
Bellossom,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,80,5120,70,490,45,Flower Pokémon,95,1059860,75,170,0.4,Bellossom,50,182,90,100,50,grass,,5.8,2,0,190,410
Sunflora,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,425,120,Sun Pokémon,55,1059860,75,130,0.8,Sunflora,50,192,105,85,30,grass,,8.5,2,0,190,350
Shiinotic,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,45,5120,70,405,75,Illuminating Pokémon,80,1000000,60,140,1,Shiinotic,50,756,90,100,30,grass,fairy,11.5,7,0,190,360
Umbreon,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,8960,35,525,45,Moonlight Pokémon,110,1000000,95,205,1,Umbreon,88.1,197,60,130,65,dark,,27,2,0,190,460
Dusclops,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,70,6400,35,455,90,Beckon Pokémon,130,800000,40,170,1.6,Dusclops,50,356,60,130,25,ghost,,30.6,3,0,190,385
Politoed,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,500,45,Frog Pokémon,75,1059860,90,165,1.1,Politoed,50,186,90,100,70,water,,33.9,2,0,190,425
Ludicolo,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,70,3840,70,480,45,Carefree Pokémon,70,1059860,80,150,1.5,Ludicolo,50,272,90,100,70,water,grass,55,3,0,190,410
Kadabra,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,35,5120,70,400,100,Psi Pokémon,30,1059860,40,70,1.3,Kadabra,75.4,64,120,70,105,psychic,,56.5,1,0,190,365
Magneton,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,60,5120,70,465,60,Magnet Pokémon,95,1000000,50,145,1,Magneton,,82,120,70,70,electric,steel,60,1,0,190,405
Silvally,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,30720,0,570,3,Synthetic Pokémon,95,1250000,95,190,2.3,Silvally,,773,95,95,95,normal,,100.5,7,0,190,475
Claydol,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,70,5120,70,500,90,Clay Doll Pokémon,105,1000000,60,165,1.5,Claydol,,344,70,120,75,ground,psychic,108,3,0,190,430
Type: Null,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,30720,0,534,3,Synthetic Pokémon,95,1250000,95,190,1.9,Type: Null,,772,95,95,59,normal,,120.5,7,0,190,439
Jellicent,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,60,5120,70,480,60,Floating Pokémon,70,1000000,100,170,2.2,Jellicent,50,593,85,105,60,water,ghost,135,5,0,190,420
Kingdra,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,95,5120,70,540,45,Dragon Pokémon,95,1000000,75,170,1.8,Kingdra,50,230,95,95,85,water,dragon,152,2,0,190,445
Regigigas,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,30720,0,670,3,Colossal Pokémon,110,1250000,110,220,3.7,Regigigas,,486,80,110,100,normal,,420,4,1,190,510
Aurorus,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,77,7680,70,521,45,Tundra Pokémon,72,1000000,123,195,2.7,Aurorus,88.1,699,99,92,58,rock,ice,225,6,0,191,444
Comfey,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,485,60,Posy Picker Pokémon,90,800000,51,141,0.1,Comfey,24.6,764,82,110,100,fairy,,0.3,7,0,192,433
Typhlosion,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,84,5120,70,534,45,Volcano Pokémon,78,1059860,78,156,1.7,Typhlosion,88.1,157,109,85,100,fire,,79.5,2,0,194,450
Azelf,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,20480,140,580,3,Willpower Pokémon,70,1250000,75,145,0.3,Azelf,,482,125,70,115,psychic,,0.3,4,1,195,455
Shaymin,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,103,30720,100,600,45,Gratitude Pokémon,75,1059860,100,175,0.2,Shaymin,,492,120,75,127,grass,grass,2.1,4,1,195,497
Toxapex,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,63,5120,70,495,75,Brutal Star Pokémon,152,1000000,50,202,0.7,Toxapex,50,748,53,142,35,poison,water,14.5,7,0,195,432
Bronzong,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,89,5120,70,500,90,Bronze Bell Pokémon,116,1000000,67,183,1.3,Bronzong,,437,79,116,33,steel,psychic,187,4,0,195,411
Sliggoo,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,452,45,Soft Tissue Pokémon,53,1250000,68,121,0.8,Sliggoo,50,705,83,113,60,dragon,,17.5,6,0,196,377
Jirachi,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,30720,100,600,3,Wish Pokémon,100,1250000,100,200,0.3,Jirachi,,385,100,100,100,steel,psychic,1.1,3,1,200,500
Manaphy,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,2560,70,600,3,Seafaring Pokémon,100,1250000,100,200,0.3,Manaphy,,490,100,100,100,water,,1.4,4,1,200,500
Mew,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,100,30720,100,600,45,New Species Pokémon,100,1059860,100,200,0.4,Mew,,151,100,100,100,psychic,,4,1,1,200,500
Victini,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,30720,100,600,3,Victory Pokémon,100,1250000,100,200,0.4,Victini,,494,100,100,100,psychic,fire,4,5,1,200,500
Celebi,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,100,30720,100,600,45,Time Travel Pokémon,100,1059860,100,200,0.6,Celebi,,251,100,100,100,psychic,grass,5,2,1,200,500
Carbink,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,50,6400,70,500,60,Jewel Pokémon,150,1250000,50,200,0.3,Carbink,,703,50,150,50,rock,fairy,5.7,6,0,200,450
Sableye,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,85,6400,35,480,45,Darkness Pokémon,125,1059860,50,175,0.5,Sableye,50,302,85,115,20,dark,ghost,11,3,0,200,395
Vileplume,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,80,5120,70,490,45,Flower Pokémon,85,1059860,75,160,1.2,Vileplume,50,45,110,90,50,grass,poison,18.6,1,0,200,410
Porygon2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,515,45,Virtual Pokémon,90,1000000,85,175,0.6,Porygon2,,233,105,95,60,normal,,32.5,2,0,200,435
Decidueye,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,107,3840,70,530,45,Arrow Quill Pokémon,75,1059860,78,153,1.6,Decidueye,88.1,724,100,100,70,grass,ghost,36.6,7,0,200,423
Aegislash,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,150,5120,70,520,45,Royal Sword Pokémon,50,1000000,60,110,1.7,Aegislash,50,681,150,50,60,steel,ghost,53,6,0,200,370
Tentacruel,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,70,5120,70,515,60,Jellyfish Pokémon,65,1250000,80,145,1.6,Tentacruel,50,73,80,120,100,water,poison,55,1,0,200,445
Tornadus,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,100,30720,90,580,3,Cyclone Pokémon,80,1250000,79,159,1.5,Tornadus,100,641,110,90,121,flying,,63,5,1,200,480
Grumpig,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,470,60,Manipulate Pokémon,65,800000,80,145,0.9,Grumpig,50,326,90,110,80,psychic,,71.5,3,0,200,425
Oranguru,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,60,5120,70,490,45,Sage Pokémon,80,1250000,90,170,1.5,Oranguru,50,765,90,110,60,normal,psychic,76,7,0,200,430
Cofagrigus,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,70,483,90,Coffin Pokémon,145,1000000,58,203,1.7,Cofagrigus,50,563,95,105,30,ghost,,76.5,5,0,200,433
Dusknoir,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,100,6400,35,525,45,Gripper Pokémon,135,800000,45,180,2.2,Dusknoir,50,477,65,135,45,ghost,,106.6,4,0,200,425
Spiritomb,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,92,7680,70,485,100,Forbidden Pokémon,108,1000000,50,158,1,Spiritomb,50,442,92,108,35,ghost,dark,108,4,0,200,393
Dragonite,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,134,10240,35,600,45,Dragon Pokémon,95,1250000,91,186,2.2,Dragonite,50,149,100,100,80,dragon,flying,210,1,0,200,466
Gyarados,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,155,1280,70,640,45,Atrocious Pokémon,109,1250000,95,204,6.5,Gyarados,50,130,70,130,81,water,flying,235,1,0,200,485
Glalie,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,5120,70,580,75,Face Pokémon,80,1000000,80,160,1.5,Glalie,50,362,120,80,100,ice,,256.5,3,0,200,460
Exeggutor,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,105,5120,70,530,45,Coconut Pokémon,85,1250000,95,180,,Exeggutor,50,103,125,75,45,grass,psychic,,1,0,200,425
Musharna,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,2560,70,487,75,Drowsing Pokémon,85,800000,116,201,1.1,Musharna,50,518,107,95,29,psychic,,60.5,5,0,202,432
Solgaleo,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,137,30720,0,680,45,Sunne Pokémon,107,1250000,137,244,3.4,Solgaleo,,791,113,89,97,psychic,steel,230,7,1,202,543
Heliolisk,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,55,5120,70,481,75,Generator Pokémon,52,1000000,62,114,1,Heliolisk,50,695,109,94,109,electric,normal,21,6,0,203,426
Uxie,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,20480,140,580,3,Knowledge Pokémon,130,1250000,75,205,0.3,Uxie,,480,75,130,95,psychic,,0.3,4,1,205,505
Jolteon,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,8960,70,525,45,Lightning Pokémon,60,1000000,65,125,0.8,Jolteon,88.1,135,110,95,130,electric,,24.5,1,0,205,460
Flareon,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,130,8960,70,525,45,Flame Pokémon,60,1000000,65,125,0.9,Flareon,88.1,136,95,110,65,fire,,25,1,0,205,395
Vaporeon,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,8960,70,525,45,Bubble Jet Pokémon,60,1000000,130,190,1,Vaporeon,88.1,134,110,95,65,water,,29,1,0,205,460
Gothitelle,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,490,50,Astral Body Pokémon,95,1059860,70,165,1.5,Gothitelle,24.6,576,95,110,65,psychic,,44,5,0,205,435
Vanilluxe,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,95,5120,70,535,45,Snowstorm Pokémon,85,1250000,71,156,1.3,Vanilluxe,50,584,110,95,79,ice,,57.5,5,0,205,440
Kommo-o,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,110,10240,70,600,45,Scaly Pokémon,125,1250000,75,200,1.6,Kommo-o,50,784,100,105,85,dragon,fighting,78.2,7,0,205,490
Swampert,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,150,5120,70,635,45,Mud Fish Pokémon,110,1059860,100,210,1.5,Swampert,88.1,260,95,110,70,water,ground,81.9,3,0,205,485
Cresselia,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,30720,100,600,3,Lunar Pokémon,120,1250000,120,240,1.5,Cresselia,0,488,75,130,85,psychic,,85.6,4,1,205,530
Suicune,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,20480,35,580,3,Aurora Pokémon,115,1250000,100,215,2,Suicune,,245,90,115,85,water,,187,2,1,205,505
Audino,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,545,255,Hearing Pokémon,126,800000,103,229,1.1,Audino,50,531,80,126,50,normal,,31,5,0,206,485
Celesteela,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,101,30720,0,570,25,Launch Pokémon,103,1250000,97,200,9.2,Celesteela,,797,107,101,61,steel,flying,999.9,7,1,208,469
